PROMPT,ASW_A_and_H_Drywall_0E794834-3324-4B2B-9139-C4D2ABFC21CF.xml,ASW_Arkel_Constructors_LLC_666D03EE-ED12-4DB5-8C02-F31D2254A4C9.xml,ASW_Boltex_Manufacturing_C5E495FF-CC7F-499A-BEFA-2600787D7EF9.xml,ASW_Challenger_Growth_Equities_AB262040-FD79-4A32-B88F-A7B3A9A62BB7.xml,ASW_Chamberlin_Central_Service_2FA1D8CB-61DA-4FAF-B045-BAD99335510A.xml,ASW_D_and_J_Construction_36B9E4FD-5399-425D-A348-D690D3826A3F.xml,"ASW_Gulf_Safety_Products,_Inc_D4F37D0A-E964-4606-BCFD-1329AB66FB98.xml",ASW_Heggem-Lundquist_F27AF482-3F6D-4102-9144-29C13FF7E856.xml,"ASW_Highway_Graphics,_LLC._210AC5A1-87A1-4041-99D7-4E53BB2DCB3E.xml","ASW_Huval_And_Associates,_Inc._E21FF117-0F75-41D3-8996-8E4D71F41468.xml",ASW_J_B_James_Construction_A6261543-43E9-43BA-A5EF-CFA4883662F3.xml,ASW_Letsos_Company_961F6159-AFC2-4424-8580-78724531D617.xml,"ASW_Lincoln_Builders,_Inc._72CCAF54-6B9E-402A-BE9E-2F1860135056.xml",ASW_McConaughy_and_Sarkissian_6FD263B8-6D5F-4408-8DDB-623AD7EDB522.xml,ASW_McCullough_Consulting_LLC_5C807A43-B477-4496-A8C0-D16F0666D5BC.xml,"ASW_Nemmer_Electric,_Inc_E3C5E877-2A89-48D1-AD99-A5D9C1DCA23A.xml",ASW_Phylway_Construction_LLC_E4FC90B5-B8BD-41C8-8434-F6CEAAF99D92.xml,"ASW_Prairie_Contractors,_L.L.C_C96E2335-DB38-498E-9BAD-C1D07982ABF9.xml","ASW_Raven_Mechanical,_LP_6D83D5C2-E513-4A91-BE3D-5FD92D79B60F.xml","ASW_River_City_Ready_Mix,_LLC_AA5D5983-0666-4378-8530-908FDE1DEF3D.xml",ASW_Service_Contracting_5BEC82CC-C353-47FB-AD4C-8486E39FC620.xml,ASW_Shipman_Building_Service_9948EA37-6446-4602-8BD2-5541188E8170.xml,"ASW_Sprint_Transport,_LLC_56ABB34D-E843-4FA0-A775-CAD29136FD00.xml",ASW_The_Art_of_Concrete_2CF95C3D-6436-40FF-8D1C-22D7E2E35551.xml,ASW_W.L._Bass_Construction_5E959B2C-B5F7-4219-B9D8-65CA63D980DD.xml
Indicate Beneficiary Spousal Rule per the Plan Document?,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required,Spouse must be at least 50% beneficiary or consent is required
"Plan will allow lump sum withdrawals. Are post-severance partial withdrawals of any kind allowed in the plan (e.g. RMDs, Installments, Partial Distributions)?",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Please provide the additional Post-Severance Distribution Methods,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only,Installments for Required Minimum Distributions only
Does the Plan allow for withdrawls in the case of Domestic Abuse,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Does the plan allow for Disaster Relief Distributions,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Does the plan allow participants to request a penalty tax exception for reason of terminal illness,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Do you apply the pre-SBJPA rules where termination dates are <b><u>not</u></b> required for RMD purposes?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Do you have any Frequency requirements for withdrawals?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Allowable number of disbursements?,,,,,,,,,,,,,,,,,,,,,,,,,
What is the Frequency time period?,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month,Month
How many Rolling Months?,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values,If entered rolling months in 7350/30; enter applicable values
Disbursement Reasons,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2
Do you have any Minimum Amount requirements for withdrawals?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
What is the Minimum Amount?,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Disbursement Reasons,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2,Age 59 1/2
In-Plan Roth Rollover are allowed for accounts that are,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested
Is there a Minimum Age Limitation?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Enter Minimum Age (must be at least 59┬╜--age 70┬╜ for 457 deferrals),,,,,,,,,,,,,,,,,,,,,,,,,
Is there a Minimum Participation Limitation?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Enter Minimum Years of Participation (must be at least 5 - applies to employer sources only),,,,,,,,,,,,,,,,,,,,,,,,,
Is there a Minimum Years of Accumulation Limitation?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Enter Minimum Years of Accumulation (must be at least 2- applies to employer sources only),,,,,,,,,,,,,,,,,,,,,,,,,
Is there a Minimum Amount Limitation?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Enter Minimum Amount that may be rolled over,,,,,,,,,,,,,,,,,,,,,,,,,
Is there a Maximum number of In-Plan Rollovers per Plan Year?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Enter Maximum number of In-Plan Rollovers per Plan Year,,,,,,,,,,,,,,,,,,,,,,,,,
Do other limitations apply to In-Plan Roth Rollovers?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Other - enter other limitations (this information will not be loaded to the record keeping system),,,,,,,,,,,,,,,,,,,,,,,,,
Eligible Money Types available for In-Plan Roth Rollover,,,,,,,,,,,,,,,,,,,,,,,,,
In-Plan Roth Transfers are allowed for accounts that are,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested,Fully Vested
Is there a Minimum Amount Limitation?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Enter Minimum Amount that may be rolled over,,,,,,,,,,,,,,,,,,,,,,,,,
Is there a Maximum number of In-Plan Transfer per Plan Year?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Enter Maximum number of In-Plan Transfers per Plan Year,,,,,,,,,,,,,,,,,,,,,,,,,
Do other limitations apply to In-Plan Roth Transfers?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Other - enter other limitations (this information will not be loaded to the record keeping system),,,,,,,,,,,,,,,,,,,,,,,,,
Eligible Money Types available for In-Plan Roth Transfer,,,,,,,,,,,,,,,,,,,,,,,,,
Does the plan offer loans?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Will Empower administer those loans?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Minimum loan amount,,,,,,,,,,,,,,,,,,,,,,,,,
Loan Rate,,,,,,,,,,,,,,,,,,,,,,,,,
Maximum number of loans and Loan types allowed,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General,1 Loan General
Will the plan be converting loans?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Maximum duration for general purpose loans (in months),,,,,,,,,,,,,,,,,,,,,,,,,
Maximum duration for residential loans (in months),,,,,,,,,,,,,,,,,,,,,,,,,
Are refinances allowed?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Are hardship loans only?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Safe harbor or Facts & Circumstances?,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor,Safe Harbor
What money types are available for loans?,,,,,,,,,,,,,,,,,,,,,,,,,
"Does a statement narrative, required to satisfy the Pension Protection Act of 2006 (""PPA""), need to be added to participant statements?",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Please select the Integrated Allocation of Employer Contributions narrative,Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%),Integrated Allocation of Employer Contributions-2 Tier (100%)
Please add statement narrative information for any Integrated Allocation of Employer Non-elective Contributions if they apply,,,,,,,,,,,,,,,,,,,,,,,,,
Please select the Participant Restriction on Investment Direction narrative,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction,Restrictions on Investement Direction
Please add statement narrative information for any participant restriction on investment direction if they apply,,,,,,,,,,,,,,,,,,,,,,,,,
Please add statement narrative information for any Floor Offset Arrangements if they apply,,,,,,,,,,,,,,,,,,,,,,,,,
"For purposes of Plan setup, are there any additional provisions that have not been captured in preceding questions?",,,,,,,,,,,,,,,,,,,,,,,,,
